label,text,image
3,part grayson said u look like piece shit killed,/data_bt4sa/76819/768197162714877952-1.jpg
3,mute offensive term use name disability danielkevinharris,/data_bt4sa/76819/768197976426582016-1.jpg
3,dear life ask much give chance stop annoying swear,/data_bt4sa/76819/768198391633317888-1.jpg
2,state british journalism shocking least awareness produce summary,/data_bt4sa/76819/768198458763120640-1.jpg
3,keeping kid away loving mother child abuse please makethecall,/data_bt4sa/76819/768198521681948672-1.jpg
1,sensitive af wanna get feeling hurt,/data_bt4sa/76819/768199306025181184-1.jpg
2,ripped shower hate hospital bloody death trap,/data_bt4sa/76819/768199368902111232-1.jpg
2,smoke need ingesting something toxic horrendous keep body pure,/data_bt4sa/76819/768199855474774016-1.jpg
2,tim cook feel shame apple tax avoiding way rest u cringing,/data_bt4sa/76820/768200539116974080-1.jpg
1,trinity post jordin skye raven black thing bad boy find,/data_bt4sa/76820/768201168258473985-1.jpg
3,real life selfie sorry face make without looking ugly lol subscribe,/data_bt4sa/76820/768201474446942209-1.jpg
2,fuckin sister really mailed potato orlando congratulate im dead,/data_bt4sa/76820/768201981974372353-2.jpg
2,gang member look like fucking gang member,/data_bt4sa/76820/768202061678862336-1.jpg
1,fathfulfriend leave side  hour recent illness,/data_bt4sa/76820/768202170697035776-1.jpg
1,sent drawing see really sad,/data_bt4sa/76820/768202296538824704-1.jpg
3,think embarrassing stuff look back try facebook post ,/data_bt4sa/76820/768202434975965184-3.jpg
3,exerted patience day ridiculous,/data_bt4sa/76820/768202686604808192-1.jpg
3,people like lego broken completed another person even underneath still broke,/data_bt4sa/76820/768203022153449472-4.jpg
3,calm really stigma amp ignorance kill knowledge give power positive change ht,/data_bt4sa/76820/768203047315075072-1.jpg
3,laura trott frustrated questioning team gb cycling rival rio,/data_bt4sa/76820/768203131201007617-1.jpg
3,government step solve problem always expense innocent people,/data_bt4sa/76820/768203135391191041-1.jpg
2,australia flesh eating virus claiming victim,/data_bt4sa/76820/768203684870139905-1.jpg
2,acting like drag decade people hype weak chanyeol slander nowadays,/data_bt4sa/76820/768203919742767104-1.jpg
1,pose dramatically im one bit sorry,/data_bt4sa/76820/768204557276942336-1.jpg
1,pose dramatically im one bit sorry,/data_bt4sa/76820/768204557276942336-2.jpg
3,jhs unnecessary emojis spam make wanna beat as muted day calm fuck sometimes,/data_bt4sa/76820/768204561467183104-1.jpg
3,jhs unnecessary emojis spam make wanna beat as muted day calm fuck sometimes,/data_bt4sa/76820/768204561467183104-3.jpg
3,pay attention somebody else think rent space mind tru life drinkchamps,/data_bt4sa/76820/768204792158101504-1.jpg
0,pokemon go dying,/data_bt4sa/76820/768204817332330496-1.jpg
3,tbh drawn lot dispite inactivity cuz work finished single file w,/data_bt4sa/76820/768204959938519040-1.jpg
3,tbh drawn lot dispite inactivity cuz work finished single file w,/data_bt4sa/76820/768204959938519040-2.jpg
3,tbh drawn lot dispite inactivity cuz work finished single file w,/data_bt4sa/76820/768204959938519040-3.jpg
3,inane defense clinton arm story claim power arm export false,/data_bt4sa/76820/768205257704808449-1.jpg
2,internet troll kremlintrolls terrible human being social medium socialmedia,/data_bt4sa/76820/768205349988032512-1.jpg
3,never found comfort talk like lord complain grief sorrow allah,/data_bt4sa/76820/768206331471732736-1.jpg
3,getting annoyed constant singing cbb,/data_bt4sa/76820/768207153568026625-1.jpg
1,afraid going please hurt stop cruelty go vegan pigtrial,/data_bt4sa/76820/768207262594768896-1.jpg
2,learn ram mohun roy sadly died stapleton bristol statue near city hall ht,/data_bt4sa/76820/768207426185297920-1.jpg
1,corbyn comms team still hard work traingate,/data_bt4sa/76820/768207824635789312-1.jpg
3,transformer hell even gobots robot changer,/data_bt4sa/76820/768208118249431040-2.jpg
3,janey giving key house honestly mistake bc obsessed dog visit daily,/data_bt4sa/76820/768208382473957377-1.jpg
3,bad thing fine hell,/data_bt4sa/76820/768209070327234560-1.jpg
2,officially laughable ashamed facebook,/data_bt4sa/76820/768209858856267776-1.jpg
3,wtf wanted make nigga hated fucking crazy ripswipey,/data_bt4sa/76820/768209963726409728-1.jpg
3,speaking translator watford manager walter mazzarri say sorry club fan defeat gill,/data_bt4sa/76821/768210718705549312-1.jpg
3,bad gave u  day send stuff,/data_bt4sa/76821/768211419141705728-1.jpg
2,chat become fucking jumin barbecue roasting fucker like aiyy,/data_bt4sa/76821/768211775670157313-1.jpg
3,cursed imagesretweet bad luck,/data_bt4sa/76821/768211884726116352-1.jpg
3,getting something isnt fault director realizes wasnt fault amp apologizes,/data_bt4sa/76821/768211922483380224-1.jpg
2,see irrelevant promoted nonsense tl,/data_bt4sa/76821/768212002162479104-2.jpg
2,see irrelevant promoted nonsense tl,/data_bt4sa/76821/768212002162479104-3.jpg
3,believe people think shit legitimate account retweets reply shit like,/data_bt4sa/76821/768212312562040832-1.jpg
3,believe people think shit legitimate account retweets reply shit like,/data_bt4sa/76821/768212312562040832-2.jpg
3,ugly shit oh well dttselfies,/data_bt4sa/76821/768212752951308288-1.jpg
3,someone try u amp u gotta show bos without harsh,/data_bt4sa/76821/768213449188966401-1.jpg
3,many life failure people realise close success gave thomas edison,/data_bt4sa/76821/768213751199916032-1.jpg
3, killed  wounded south shore shooting man killed another wounded,/data_bt4sa/76821/768213793134419972-1.jpg
3,left alone everyone fuck ever,/data_bt4sa/76821/768213797316145153-1.jpg
3, year ago russian soviet troop crushed another people democratic hope czechoslovakia last,/data_bt4sa/76821/768214657161125888-1.jpg
1,sound annoys little as kid cry mommy,/data_bt4sa/76821/768215324038537216-4.jpg
3,aging may bad economy albuquerque journal,/data_bt4sa/76821/768215730886180864-1.jpg
0,trans jihyo normally nayeon see smt shocking using phone also exclaims wait moment,/data_bt4sa/76821/768215894472351744-1.jpg
3,strong word worst potus ever earned enlist patriot army usfa,/data_bt4sa/76821/768216037103898624-1.jpg
3,cheating site inadequate security privacy official say,/data_bt4sa/76821/768216146126393345-1.jpg
0,believe exists joke,/data_bt4sa/76821/768216204863385600-1.jpg
3,aye fury written face pathetic little rag turned,/data_bt4sa/76821/768216280356749313-1.jpg
1,utterly sad one deserves tragic memory saved head young age,/data_bt4sa/76821/768216368441274368-2.jpg
3,redskin worst madden  rating nfc east make sense,/data_bt4sa/76821/768216842401943552-1.jpg
3,hiding rest season due personal foul led concussion hillaryfootballplays,/data_bt4sa/76821/768217056286089217-1.jpg
3,major art block decided  try art style serum fucki ng wife turned trash,/data_bt4sa/76821/768217098233323520-1.jpg
3,get student oyster card  one thinking travel free anymore make,/data_bt4sa/76821/768217307973820417-1.jpg
1, yr old weight loss chronic diarrhea splenomegaly review outside slide hemepath,/data_bt4sa/76821/768217463150419969-1.jpg
2,victim body lake underhill murder police say orlando,/data_bt4sa/76821/768217563805474816-1.jpg
3,ah put half million cash plane iran still shit victim,/data_bt4sa/76821/768217693820297217-1.jpg
1,millionaire feeling sad,/data_bt4sa/76821/768217714808623104-1.jpg
2,ffs fricking sun come creepy black wig headline loki,/data_bt4sa/76821/768217760929316864-1.jpg
3,mahama montie release worst decision since independence politics,/data_bt4sa/76821/768218171983749125-1.jpg
1,am applying makeup half awake half dead trying cover tired,/data_bt4sa/76821/768218260080779264-1.jpg
3,two worst thing ever created combined one sick,/data_bt4sa/76821/768218419455897600-1.jpg
3,insane nobody resist putting face one,/data_bt4sa/76821/768218750780866560-1.jpg
3,one important diversity show mostly casting agency fault,/data_bt4sa/76821/768219606456479744-1.jpg
3,u try say trump bad person read,/data_bt4sa/76822/768220273325801472-2.jpg
3,congress unwillingness pas obama far left agenda give authority act unilaterally tcot htt,/data_bt4sa/76822/768221569361457152-1.jpg
3,bad day bird riding dog like horse,/data_bt4sa/76822/768222580213886980-1.jpg
0,special place hell woman support hillary special place hell tcot h,/data_bt4sa/76822/768222794102386688-1.jpg
2,admit pathetic freak young supple foot admit sacrifice,/data_bt4sa/76822/768223104493494272-1.jpg
1,huge disappointment talk part making even worse,/data_bt4sa/76822/768223452604010496-1.jpg
1,duo sad sad,/data_bt4sa/76822/768224358594523136-1.jpg
1,anyways got id hahahahah want die look ugly,/data_bt4sa/76822/768225054849011712-1.jpg
3,mt gun kill people value life kill people a pjnet,/data_bt4sa/76822/768225189041676288-1.jpg
3,child learning tolerate child child learning kill child,/data_bt4sa/76822/768225289713352704-1.jpg
2,bbc fucked subtitle stand subtitle showed nature documentary cry,/data_bt4sa/76822/768225566558261248-4.jpg
3,calgary dad say victim unprovoked baseball bat attack,/data_bt4sa/76822/768225587513090048-1.jpg
3,lurk end getting feeling hurt,/data_bt4sa/76822/768225759487856640-1.jpg
3,false jew number  satanics world still jewish dna day,/data_bt4sa/76822/768225843369816064-1.jpg
2,doctor know pickle jar test chronic brain damage sickhillary h,/data_bt4sa/76822/768225906297016320-1.jpg
2, watermelon matter hard try like taste like water spoon sugar nasty,/data_bt4sa/76822/768226946463436800-1.jpg
1,anxiety anxiety chronicillness get much paintalks,/data_bt4sa/76822/768227080668581889-1.jpg
3,first true friend ever fake ya bitch could get real shit,/data_bt4sa/76822/768227479156879361-1.jpg
3,worst thing danganronpa never went fucking god tier design,/data_bt4sa/76822/768227575634153472-1.jpg
3,try smile picture look forced unnatural,/data_bt4sa/76822/768228603200933888-1.jpg
3,illegal immigrant failed asylum seeker deported immediately day job,/data_bt4sa/76822/768228729067798528-1.jpg
2,believe eye last night raving deep sometimes stay home amp recover,/data_bt4sa/76822/768229031028350976-1.jpg
2,believe eye last night raving deep sometimes stay home amp recover,/data_bt4sa/76822/768229031028350976-2.jpg
3,lebenon donates m  foundation amp afterwards clinton land algeria bill lesser evil scam htt,/data_bt4sa/76822/768229043611152384-1.jpg
2,obesity genetic thesunrise english choice ignored blow amp ignore tntwe play,/data_bt4sa/76822/768229484004638721-1.jpg
3,lorde fucking vacation tired,/data_bt4sa/76822/768229509191626753-2.jpg
2,rip danielharris lost life using sign language communicate w cop cop paid leave rn,/data_bt4sa/76822/768229823781011456-1.jpg
3,michael vick thug dog fighter always inaccurate fast bcuz use run cop nigger,/data_bt4sa/76822/768229874108620800-1.jpg
3,despite criticism many men resist outsits,/data_bt4sa/76823/768230213838778369-1.jpg
1,doubt trump suffering tertiary stage syphilispermanent damage brain,/data_bt4sa/76823/768230213843054592-1.jpg
2,american politics somehow become le ridiculous newly released cat,/data_bt4sa/76823/768230880720457728-1.jpg
1,sad annoyed human support staff flu sorry need bed go get box wednesday cat,/data_bt4sa/76823/768230905907339264-1.jpg
1,babe spoiled today,/data_bt4sa/76823/768230989764059136-2.jpg
1,babe spoiled today,/data_bt4sa/76823/768230989764059136-4.jpg
3,choke take way fuck tbh,/data_bt4sa/76823/768231329532026881-1.jpg
1,police smh yall muffkas need get ur shit together,/data_bt4sa/76823/768231585371918336-1.jpg
0, final destination movie seriesi obsessed series death unrealistic fun,/data_bt4sa/76823/768231790871973888-1.jpg
3,hell yeah know initiative people dislike noprop,/data_bt4sa/76823/768231996401197056-1.jpg
2,breaking hillaryclinton voter follows want maga people amp raped medium make hrc disavow,/data_bt4sa/76823/768232533272195077-1.jpg
3,literally worst person keeping secret worst spy time bfyspy,/data_bt4sa/76823/768233695098482688-1.jpg
3,chris come overtom chris bring taylortom,/data_bt4sa/76823/768233749620334592-4.jpg
2,south korean killed vietnamese brutal manner cambridge,/data_bt4sa/76823/768233997105115136-1.jpg
1,whytrumpcanceledrallies cancel rally schedule website,/data_bt4sa/76823/768234143884931072-1.jpg
1,whytrumpcanceledrallies cancel rally schedule website,/data_bt4sa/76823/768234143884931072-2.jpg
1,dttselfies even though look horrible still decided participate gorgeous omg,/data_bt4sa/76823/768234580117716994-2.jpg
1,dttselfies even though look horrible still decided participate gorgeous omg,/data_bt4sa/76823/768234580117716994-3.jpg
3,wanna fix government problem quit voting tcot pjnet astoryinsentences,/data_bt4sa/76823/768235561559683072-1.jpg
3,literally mess meet nanofarm box grows crop,/data_bt4sa/76823/768235716774096902-1.jpg
2,acting like tweeted comeback century embarrassing,/data_bt4sa/76823/768236589176631296-1.jpg
3,bad life mine iag romancereaders bookboost,/data_bt4sa/76823/768236866004979712-1.jpg
1,yoonmin ugly ship see yoongi going hoseok,/data_bt4sa/76823/768236916315742208-1.jpg
2,cambridgeshire woman found dead man seriously injured home,/data_bt4sa/76823/768237180586070017-1.jpg
3,worst leader one know delegate,/data_bt4sa/76823/768237734225780736-1.jpg
3,would expect le baby one security protest pc correct pervert,/data_bt4sa/76823/768237847459561476-1.jpg
2,according photoshop tit yeah stupid cunt soo fucking photoshopped,/data_bt4sa/76823/768238115882471425-1.jpg
3,enough distraction road without looking phone googlestreetview,/data_bt4sa/76823/768238422087438336-1.jpg
2, kind pie ew nope especially pumpkin pie hate much,/data_bt4sa/76823/768238904419889152-1.jpg
3,front mirror late night trying convince ugly,/data_bt4sa/76823/768239479035277313-1.jpg
1,eye useless,/data_bt4sa/76823/768239646820139008-1.jpg
3,life full fake people trust one hugotnahugot,/data_bt4sa/76823/768239810381176832-1.jpg
3,much lyric intense experience song cause association david bowie slow burn madsmusic,/data_bt4sa/76823/768239810418999296-1.jpg
1,honey want take anymore need put bedsing lullaby die end,/data_bt4sa/76824/768240758327504896-2.jpg
1,honey want take anymore need put bedsing lullaby die end,/data_bt4sa/76824/768240758327504896-4.jpg
1,sorry pic could,/data_bt4sa/76824/768241119041818624-1.jpg
3,mark grey anatomy started fuckboy turned best fucking character im still sad,/data_bt4sa/76824/768241274230931456-1.jpg
2,sickhillary wakeupamerica nra a many lie become pathological liar,/data_bt4sa/76824/768241479730855936-1.jpg
1,barely nd day school smh,/data_bt4sa/76824/768241546839797765-1.jpg
3,jww rude as text short think even wanna talk gang eachother,/data_bt4sa/76824/768242402490478592-1.jpg
3,matching fuck fly fuckin,/data_bt4sa/76824/768242800932614144-1.jpg
3,end massive fraud attack feedzai fintech machinelearning re,/data_bt4sa/76824/768242981300297728-1.jpg
1,im gonna throw fuckin phone im cry sjsksklajsk,/data_bt4sa/76824/768243438491930624-1.jpg
3,k late dangerous guy go homel k excuse excuse u get scold ur parent,/data_bt4sa/76824/768244587697549312-1.jpg
1,also really lazy as sometimes hard try dont anything,/data_bt4sa/76824/768245632100364289-1.jpg
3,horrible eyelash thesis dummy proof though blind one eye,/data_bt4sa/76824/768246613571690496-1.jpg
3,yup  online shopper stop buying one bad customer experience custserv,/data_bt4sa/76824/768247267883114496-1.jpg
2,social medium wake gaza amp war balochistan pity humanity world,/data_bt4sa/76824/768247355946696705-1.jpg
1,ugly per usual,/data_bt4sa/76824/768247767005364225-2.jpg
1,ugly per usual,/data_bt4sa/76824/768247767005364225-3.jpg
3,ppl post thing like heavily hurt,/data_bt4sa/76824/768248018638364674-1.jpg
3,confused confused confused like never c ripmichaelseyebrowpiercing,/data_bt4sa/76824/768248027035435008-1.jpg
1,said log bank fckn dead man dkl,/data_bt4sa/76824/768248102524362752-1.jpg
1,care sad person,/data_bt4sa/76824/768248576514199552-1.jpg
1,care sad person,/data_bt4sa/76824/768248576514199552-2.jpg
1,care sad person,/data_bt4sa/76824/768248576514199552-3.jpg
2,always virtuepsychopaths crave pity use steal kill amp destroy,/data_bt4sa/76824/768248849139769344-2.jpg
0,last first day damn cute share,/data_bt4sa/76824/768249138521616384-1.jpg
0,last first day damn cute share,/data_bt4sa/76824/768249138521616384-2.jpg
0,last first day damn cute share,/data_bt4sa/76824/768249138521616384-3.jpg
3,hiv effort let test shortage say,/data_bt4sa/76824/768249348245196801-1.jpg
3,mistake made justify foolish belief bad decisio,/data_bt4sa/76824/768249587329040384-1.jpg
1,britney spear part help impacted devastating louisiana flood,/data_bt4sa/76825/768250178734206977-1.jpg
3,holy sh ugly black life matter leader blast crap old white,/data_bt4sa/76825/768251512514412545-1.jpg
3,brother finally chopped mop go check need line disappointed,/data_bt4sa/76825/768251655133560832-1.jpg
3,fraud girl revealed  rape law misuse frame asaram bapu ji misuseofrapelaws,/data_bt4sa/76825/768251684459978752-1.jpg
3,remember jungkook tried kill suga fake digital shooting gun suga killed childhood dream,/data_bt4sa/76825/768251906758090752-1.jpg
3,remember jungkook tried kill suga fake digital shooting gun suga killed childhood dream,/data_bt4sa/76825/768251906758090752-2.jpg
3,remember jungkook tried kill suga fake digital shooting gun suga killed childhood dream,/data_bt4sa/76825/768251906758090752-3.jpg
2,look like literal ogar child,/data_bt4sa/76825/768252007438311424-1.jpg
1,sad news former law amp order star steven hill passed away ,/data_bt4sa/76825/768252112304123905-1.jpg
3,reason go rally feel guilty,/data_bt4sa/76825/768252133267345408-1.jpg
3,sad see shit like  tip someone ungrateful called beautiful disrespected,/data_bt4sa/76825/768253655778791424-1.jpg
2,worst fucking twitter point,/data_bt4sa/76825/768254209460502528-2.jpg
3,nigga stupid,/data_bt4sa/76825/768254335272620032-3.jpg
3,nigga stupid,/data_bt4sa/76825/768254335272620032-4.jpg
3,get tired liberal left acting black people sort mental misfit,/data_bt4sa/76825/768254414972825600-1.jpg
3,rose tralee organiser say contestant judged abortion view,/data_bt4sa/76825/768255304152735744-1.jpg
3, year old charged rape get  year probation go jail,/data_bt4sa/76825/768256054954110976-1.jpg
3, officethe workday typical office worker consisting ego clash inappropriate behavior tedium,/data_bt4sa/76825/768256432441393152-3.jpg
3, officethe workday typical office worker consisting ego clash inappropriate behavior tedium,/data_bt4sa/76825/768256432441393152-4.jpg
3,people talking crap behind,/data_bt4sa/76825/768256453387886592-1.jpg
3,say hurting patient service clearly wrong onpoli carenotcuts,/data_bt4sa/76825/768256520505192448-1.jpg
1,wonho embarrassing pinch wall need compliment get pouty guy look,/data_bt4sa/76825/768256533087916033-1.jpg
1,wonho embarrassing pinch wall need compliment get pouty guy look,/data_bt4sa/76825/768256533087916033-3.jpg
1,wonho embarrassing pinch wall need compliment get pouty guy look,/data_bt4sa/76825/768256533087916033-4.jpg
3,curve game stupid,/data_bt4sa/76825/768256826697584640-2.jpg
1,sad sushi kitten,/data_bt4sa/76825/768257032227024896-3.jpg
3,dirty old police problem say hillary clinton,/data_bt4sa/76825/768257460012322816-1.jpg
3,auspolevery disadvantaged electorate labor seat labor ever done stop poverty nothing,/data_bt4sa/76825/768257485211774976-1.jpg
3,people getting nerve today sorry,/data_bt4sa/76825/768257661376860161-1.jpg
1,medical news today strep throat picture symptom,/data_bt4sa/76825/768257686538366976-1.jpg
1,turn jumping bathtub full hot sauce bad idea,/data_bt4sa/76825/768257984334102528-1.jpg
3,teenager get trouble due late curfew bad grade get trouble,/data_bt4sa/76825/768258512795365376-1.jpg
1, star show  pre recbh said pre rec last week looked sick sleep well,/data_bt4sa/76825/768258584089989120-1.jpg
3,always tentacle monstergoddamn itfucking japan mangood bad fucking christ,/data_bt4sa/76825/768258760255021057-1.jpg
3,raining pouring old noob dying,/data_bt4sa/76825/768259192281006080-1.jpg
3,tired weak rage could scream star right skyy,/data_bt4sa/76825/768259582363742208-1.jpg
2,indian terrorist army kashmir intentionally fire pellet killing effect,/data_bt4sa/76825/768259594921644032-1.jpg
2,really went beyond dis ion never seen someone dedicated somebody supposed hate,/data_bt4sa/76825/768259703969316864-1.jpg
3,bad day opened snap,/data_bt4sa/76826/768260106634924032-2.jpg
3,hate rumor told hair dye radioactive alone would kill  million american,/data_bt4sa/76826/768260433811640320-1.jpg
0,disney actor bi probably disney,/data_bt4sa/76826/768262451255242752-1.jpg
1,sad look cute pup w flower,/data_bt4sa/76826/768262518372524033-4.jpg
1,tried save bunny attacked r p rocky rabbit sad u strong rock,/data_bt4sa/76826/768262619027288064-2.jpg
3,enough shit,/data_bt4sa/76826/768263013287669760-1.jpg
2,sad see people think okay funny like heartless disgust,/data_bt4sa/76826/768263063606702080-1.jpg
2,even disagree people drag clique shit like,/data_bt4sa/76826/768263730521976833-4.jpg
3, tell told deleted dick pic almost started cry,/data_bt4sa/76826/768263764089065472-1.jpg
3,college agency appalling record failure amp churn retard,/data_bt4sa/76826/768264066058027008-1.jpg
3,four stretch flexibility help avoid unnecessary pain,/data_bt4sa/76826/768264221268123648-1.jpg
0,badge finally updated look bad badge smh time switch something else,/data_bt4sa/76826/768264653281656833-1.jpg
3,president solved critical issue come admin let tell stand,/data_bt4sa/76826/768265601169010689-1.jpg
1,dont feel sorry brain attaching stupid thing,/data_bt4sa/76826/768265823458725888-1.jpg
1,dont feel sorry brain attaching stupid thing,/data_bt4sa/76826/768265823458725888-2.jpg
1,whereishillary collecting donation saudi friend sad trump trumptrain neverhillary,/data_bt4sa/76826/768266075146444800-1.jpg
3,weight try joint shit problem someone come take shit nothatsnotatypo,/data_bt4sa/76826/768266532292005888-1.jpg
3,pirate au lot painful u think,/data_bt4sa/76826/768266746235015168-1.jpg
1,ugly rn gonna upload old selfie shit ton shit piled face amp green hair ok,/data_bt4sa/76826/768267685750837248-1.jpg
1,saw man cry needed help gave money wallet could take day,/data_bt4sa/76826/768267912234708993-1.jpg
2,member sos absolute piece racist amp sexist trash,/data_bt4sa/76826/768268512007553024-3.jpg
2,want leave anywhere leave hate around people sometimes,/data_bt4sa/76827/768271016007131136-1.jpg
3,evolution joke  rant interpreter explain blame media rant pa more joke lang sob,/data_bt4sa/76827/768271213156114436-1.jpg
1,also cry pic,/data_bt4sa/76827/768271364138696704-1.jpg
0,believe still follow stop laughing tweet,/data_bt4sa/76827/768271972312768512-3.jpg
0,believe still follow stop laughing tweet,/data_bt4sa/76827/768271972312768512-4.jpg
3,ssu like sorry sir let campus without id hood know right,/data_bt4sa/76827/768272253331107843-1.jpg
1,bad night sleep mess brain memory connection,/data_bt4sa/76827/768272374982729728-1.jpg
3,fooled bad boy image angel disguise mtvhottest zayn,/data_bt4sa/76827/768273369024204800-2.jpg
1,dog sad,/data_bt4sa/76827/768273738131320833-1.jpg
3,trumpinatx illegal race law,/data_bt4sa/76827/768274547632017409-1.jpg
2,cincinnati zoo delete twitter delete wrong fighting u harambe,/data_bt4sa/76827/768275659101704192-1.jpg
3,biggest regret letting slip finger,/data_bt4sa/76827/768275680106733568-1.jpg
1,incase bad day,/data_bt4sa/76827/768275726218899458-1.jpg
1,incase bad day,/data_bt4sa/76827/768275726218899458-2.jpg
2, hotdogsy stay cookout taste like death rebuke filth jesus name,/data_bt4sa/76827/768276892239749120-2.jpg
2, hotdogsy stay cookout taste like death rebuke filth jesus name,/data_bt4sa/76827/768276892239749120-3.jpg
3,lesson oprah thinking big hurt,/data_bt4sa/76827/768277131323400192-1.jpg
1,make sad,/data_bt4sa/76827/768277231974031360-1.jpg
1,quick im sick,/data_bt4sa/76827/768277240354185216-1.jpg
2,killing swear making sure dumb shit,/data_bt4sa/76827/768277684984033281-1.jpg
3,feeling pressured election vote like coward,/data_bt4sa/76827/768277965989752832-1.jpg
1,bad day night,/data_bt4sa/76827/768278037301383169-1.jpg
2,woman behind drug bad voicemail frank ocean mom,/data_bt4sa/76827/768278087637143552-1.jpg
2,mina made ugly horrible tiny pindick cucumber thing something pretty yummy sph findom,/data_bt4sa/76827/768278100182523904-2.jpg
3,people fuck feeling,/data_bt4sa/76827/768278129542631424-1.jpg
3,harry tripped little dog stopped apologize,/data_bt4sa/76827/768279748573274112-3.jpg
3,hillary nd daughter mourn w u   say fault hillary beam w pride hillaryshuma,/data_bt4sa/76828/768280771987595264-1.jpg
2,tired seeing people stop light even close yellow drivesafe,/data_bt4sa/76828/768280985892851714-1.jpg
3,mt ironic mass shooting take place gunfreezone tcot a pjnet,/data_bt4sa/76828/768281224955568128-1.jpg
1,awful refuse assimilated omg blatant,/data_bt4sa/76828/768281409509203968-1.jpg
1,ap journalist left yeah totally shocked sick hillary seizure,/data_bt4sa/76828/768282210633940992-1.jpg
3,stuff like barbossa segment make angry,/data_bt4sa/76828/768282315462021120-1.jpg
3,teacher school determine student ready promotion bad test dayscount,/data_bt4sa/76828/768282323879993344-1.jpg
0,alex turner mile kane rose german gig tonight one hell evening tlsp,/data_bt4sa/76828/768283426973741056-1.jpg
0,alex turner mile kane rose german gig tonight one hell evening tlsp,/data_bt4sa/76828/768283426973741056-2.jpg
0,alex turner mile kane rose german gig tonight one hell evening tlsp,/data_bt4sa/76828/768283426973741056-3.jpg
0,alex turner mile kane rose german gig tonight one hell evening tlsp,/data_bt4sa/76828/768283426973741056-4.jpg
1,jenna stray hair distracted entire podcast dink fam named pam pam distracting,/data_bt4sa/76828/768283863181242368-1.jpg
3,worthless people live eat drink live people socrates,/data_bt4sa/76828/768284202924027904-1.jpg
1,ariana queen jealous sad,/data_bt4sa/76828/768284282624311296-1.jpg
1,apparently snoring unbearable,/data_bt4sa/76828/768284337120825346-1.jpg
2,meet mila  month terrible skin infection pneumonia almost make,/data_bt4sa/76828/768285217937248256-2.jpg
2,meet mila  month terrible skin infection pneumonia almost make,/data_bt4sa/76828/768285217937248256-3.jpg
2,damn hate spot difference game,/data_bt4sa/76828/768285222139891713-2.jpg
2,obama visit disaster area tell stay hell away legacy,/data_bt4sa/76828/768285314389413888-1.jpg
1,awful quality apologise going sleep sorry awkward k bye,/data_bt4sa/76828/768286044223594497-1.jpg
1,awful quality apologise going sleep sorry awkward k bye,/data_bt4sa/76828/768286044223594497-2.jpg
1,awful quality apologise going sleep sorry awkward k bye,/data_bt4sa/76828/768286044223594497-3.jpg
2,sure th ignorant lib apologist name air w ubut islam intentional murderous cult,/data_bt4sa/76828/768286685922664448-1.jpg
2,worst part going back school able see little ugly miss u xoxo,/data_bt4sa/76828/768287059236630532-1.jpg
1,got twitter jail ya miss enovaaw,/data_bt4sa/76828/768287646426595328-1.jpg
3,swallow death forever sovereign lord wipe away tear face isaiah   jesus,/data_bt4sa/76828/768287864534687744-1.jpg
3,bastard knock sense head good morning everyone,/data_bt4sa/76828/768287872948445184-1.jpg
1,myth busted dietary cholesterol whole egg bad evidencebased,/data_bt4sa/76828/768288065878052864-1.jpg
3, one direction left slowly breaking apart accept also boy band need die,/data_bt4sa/76828/768288124594118656-1.jpg
2,mom asks wheres __ like damn jk fuck,/data_bt4sa/76828/768288267179483136-1.jpg
3,lochte lie robbed everyone loses mind lie ok potus tcot,/data_bt4sa/76828/768288523044610049-1.jpg
2,hypocrisy hated every race sex class medium dying,/data_bt4sa/76828/768289961690836997-1.jpg
3,life difficult face reality john maxwell,/data_bt4sa/76829/768291115132854272-1.jpg
3,losing  veteran day suicide please friend vet check stopthis,/data_bt4sa/76829/768291253540622336-1.jpg
3,like worst satire ever,/data_bt4sa/76829/768291706508718083-1.jpg
1, mcu bucky barnes overrated overhyped idc probably never,/data_bt4sa/76829/768292688009449472-1.jpg
1, mcu bucky barnes overrated overhyped idc probably never,/data_bt4sa/76829/768292688009449472-2.jpg
3,handle worst deserve best,/data_bt4sa/76829/768292981572980736-1.jpg
3,trying hard funny joke dry hell,/data_bt4sa/76829/768294051124699136-1.jpg
3,use complaint irea waseem razvi violently homophobic jihadist auspol,/data_bt4sa/76829/768294055314796545-1.jpg
3,use complaint irea waseem razvi violently homophobic jihadist auspol,/data_bt4sa/76829/768294055314796545-2.jpg
2,hey gop donor trump trump playing fool sucker trumptrain scamming,/data_bt4sa/76829/768294806111989760-1.jpg
3,rose redi cheated lost herso guess single,/data_bt4sa/76829/768295628195569668-1.jpg
3,country treat heroic athlete forced sneak back like bad guy,/data_bt4sa/76829/768296223803445248-1.jpg
3,winning whining many people sweat small stuff focus solution problem,/data_bt4sa/76829/768296479630823425-1.jpg
1,pree dope last night boy got nose broken da pit could say lit,/data_bt4sa/76829/768296496433287168-3.jpg
0,eating dog healthy dog poisoned dart amp carry rabies stopyulinever,/data_bt4sa/76829/768296819365294080-1.jpg
3,  magnitude earthquake hit italy town amatrice reduced rubble people trapped,/data_bt4sa/76829/768296857147629569-1.jpg
1,hbd one bffs partner crime ilysm j here u laughing till cry pain,/data_bt4sa/76829/768297117169295360-1.jpg
3,making assumption tend positive negative lesson,/data_bt4sa/76829/768297742107938816-1.jpg
